,"﻿""EDULIT_IND""",LOCATION,Country,Time,Value
0,EA_2T8_AG25T99,BEL,Belgium,2006,76.78746
1,EA_2T8_AG25T99,BEL,Belgium,2008,78.32391
2,EA_2T8_AG25T99,BEL,Belgium,2009,79.42992
3,EA_2T8_AG25T99,BEL,Belgium,2010,79.64149
4,EA_2T8_AG25T99,BEL,Belgium,2011,80.10136999999999
5,EA_2T8_AG25T99,BEL,Belgium,2012,80.29019
6,EA_2T8_AG25T99,BEL,Belgium,2013,81.58793
7,EA_3T8_AG25T99_F,LTU,Lithuania,2005,71.76451999999999
8,EA_3T8_AG25T99_F,LTU,Lithuania,2006,74.42549
9,EA_3T8_AG25T99_F,LTU,Lithuania,2007,74.80903
10,EA_3T8_AG25T99_F,LTU,Lithuania,2008,75.92593000000001
11,EA_3T8_AG25T99_F,LTU,Lithuania,2009,76.98704000000001
12,EA_3T8_AG25T99_F,LTU,Lithuania,2010,78.11884
13,EA_3T8_AG25T99_F,LTU,Lithuania,2011,79.10549
14,EA_3T8_AG25T99_F,LTU,Lithuania,2012,79.20188
15,EA_3T8_AG25T99_F,LTU,Lithuania,2013,80.10089
16,EA_3T8_AG25T99_M,USA,United States of America,2004,84.84824
17,EA_3T8_AG25T99_M,USA,United States of America,2005,84.92673
18,EA_3T8_AG25T99_M,USA,United States of America,2006,85.01268
19,EA_3T8_AG25T99_M,USA,United States of America,2008,85.95383000000001
20,EA_3T8_AG25T99_M,USA,United States of America,2009,86.25327
21,EA_3T8_AG25T99_M,USA,United States of America,2010,86.60009000000001
22,EA_3T8_AG25T99_M,USA,United States of America,2011,87.10221
23,EA_3T8_AG25T99_M,USA,United States of America,2012,87.29109
24,EA_3T8_AG25T99_M,USA,United States of America,2013,87.63709
25,EA_2T8_AG25T99_GPI,OMN,Oman,2003,0.7548699999999999
26,EA_2T8_AG25T99_GPI,OMN,Oman,2008,0.82478
27,EA_2T8_AG25T99_GPI,OMN,Oman,2010,0.96398
28,EA_4T8_AG25T99_M,BTN,Bhutan,2012,7.947
29,EA_3T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2006,0.89323
30,EA_3T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2008,0.9424399999999999
31,EA_3T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2010,0.98762
32,EA_3T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2012,0.9721200000000001
33,EA_3T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2013,0.9894299999999999
34,EA_8_AG25T99_F,RWA,Rwanda,2012,0.011040000000000001
35,EA_3T8_AG25T99_GPI,MDV,Maldives,2006,0.63381
36,EA_5T8_AG25T99_GPI,RUS,Russian Federation,2010,1.0665799999999999
37,EA_5T8_AG25T99_M,ISR,Israel,2006,39.4649
38,EA_5T8_AG25T99_M,ISR,Israel,2007,39.60136
39,EA_5T8_AG25T99_M,ISR,Israel,2009,40.12916
40,EA_5T8_AG25T99_M,ISR,Israel,2010,40.48514
41,EA_5T8_AG25T99_M,ISR,Israel,2011,41.86646
42,EA_5T8_AG25T99_M,ISR,Israel,2012,41.53913
43,EA_5T8_AG25T99_M,ISR,Israel,2013,42.2093
44,EA_5T8_AG25T99_M,NZL,New Zealand,2006,28.0516
45,EA_5T8_AG25T99_M,NZL,New Zealand,2011,32.23134
46,EA_5T8_AG25T99_M,NZL,New Zealand,2012,31.6255
47,EA_5T8_AG25T99_F,CYP,Cyprus,2004,23.58522
48,EA_5T8_AG25T99_F,CYP,Cyprus,2005,23.43621
49,EA_5T8_AG25T99_F,CYP,Cyprus,2006,25.29423
50,EA_5T8_AG25T99_F,CYP,Cyprus,2007,27.984740000000002
51,EA_5T8_AG25T99_F,CYP,Cyprus,2008,29.29307
52,EA_5T8_AG25T99_F,CYP,Cyprus,2009,28.7935
53,EA_5T8_AG25T99_F,CYP,Cyprus,2010,30.44525
54,EA_5T8_AG25T99_F,CYP,Cyprus,2011,29.351670000000002
55,EA_5T8_AG25T99_F,CYP,Cyprus,2012,34.5025
56,EA_5T8_AG25T99_F,CYP,Cyprus,2013,34.55273
57,EA_7T8_AG25T99_GPI,TUR,Turkey,2013,0.66177
58,EA_6T8_AG25T99_F,ZWE,Zimbabwe,2012,2.4011
59,EA_7T8_AG25T99_GPI,MDA,Republic of Moldova,2013,1.15193
60,EA_7T8_AG25T99,FIN,Finland,2012,10.423169999999999
61,EA_7T8_AG25T99,FIN,Finland,2013,10.785160000000001
62,EA_3T8_AG25T99,MLT,Malta,2005,22.767039999999998
63,EA_3T8_AG25T99,MLT,Malta,2007,23.0604
64,EA_3T8_AG25T99,MLT,Malta,2010,25.86958
65,EA_3T8_AG25T99,MLT,Malta,2011,27.3734
66,EA_3T8_AG25T99,MLT,Malta,2012,32.4357
67,EA_3T8_AG25T99,MLT,Malta,2013,34.4805
68,EA_5T8_AG25T99_F,ARE,United Arab Emirates,2005,25.07002
69,EA_5T8_AG25T99_F,CHE,Switzerland,2009,22.37752
70,EA_5T8_AG25T99_F,CHE,Switzerland,2010,25.44015
71,EA_5T8_AG25T99_F,CHE,Switzerland,2011,26.0078
72,EA_5T8_AG25T99_F,CHE,Switzerland,2012,27.086209999999998
73,EA_5T8_AG25T99_M,BHS,Bahamas,2010,18.32002
74,EA_3T8_AG25T99_GPI,SYR,Syrian Arab Republic,2007,0.6506
75,EA_3T8_AG25T99_GPI,SYR,Syrian Arab Republic,2008,0.7108899999999999
76,EA_3T8_AG25T99_GPI,SYR,Syrian Arab Republic,2009,0.76264
77,EA_1T8_AG25T99,QAT,Qatar,2004,63.19961
78,EA_1T8_AG25T99,QAT,Qatar,2007,74.15696
79,EA_1T8_AG25T99,QAT,Qatar,2008,77.60056999999999
80,EA_1T8_AG25T99,QAT,Qatar,2009,75.51861
81,EA_1T8_AG25T99,QAT,Qatar,2010,75.10961
82,EA_1T8_AG25T99,QAT,Qatar,2011,71.0144
83,EA_1T8_AG25T99,QAT,Qatar,2012,75.04228
84,EA_1T8_AG25T99,QAT,Qatar,2013,83.63504
85,EA_2T8_AG25T99_GPI,SVK,Slovakia,2012,0.9956200000000001
86,EA_2T8_AG25T99_GPI,SVK,Slovakia,2013,0.99525
87,EA_4T8_AG25T99_GPI,SSD,South Sudan,2008,0.65409
88,EA_5T8_AG25T99_F,MLT,Malta,2005,8.84685
89,EA_5T8_AG25T99_F,MLT,Malta,2007,10.41032
90,EA_5T8_AG25T99_F,MLT,Malta,2010,12.09795
91,EA_5T8_AG25T99_F,MLT,Malta,2011,12.11439
92,EA_5T8_AG25T99_F,MLT,Malta,2012,13.53135
93,EA_5T8_AG25T99_F,MLT,Malta,2013,15.8351
94,EA_5T8_AG25T99,CHL,Chile,2004,13.15652
95,EA_5T8_AG25T99,CHL,Chile,2007,15.05154
96,EA_5T8_AG25T99,CHL,Chile,2008,20.92427
97,EA_5T8_AG25T99,CHL,Chile,2009,26.06296
98,EA_5T8_AG25T99,CHL,Chile,2010,18.08044
99,EA_5T8_AG25T99,CHL,Chile,2011,15.81546
100,EA_5T8_AG25T99,CHL,Chile,2013,18.42193
101,EA_1T8_AG25T99,AND,Andorra,2003,94.38928
102,EA_1T8_AG25T99,AND,Andorra,2004,97.76525
103,EA_1T8_AG25T99,AND,Andorra,2005,93.91362
104,EA_1T8_AG25T99,AND,Andorra,2006,93.0028
105,EA_8_AG25T99_F,PAN,Panama,2010,0.19977
106,EA_1T8_AG25T99_F,TUR,Turkey,2004,69.54358
107,EA_1T8_AG25T99_F,TUR,Turkey,2005,68.63615
108,EA_1T8_AG25T99_F,TUR,Turkey,2006,68.54306
109,EA_1T8_AG25T99_F,TUR,Turkey,2007,69.64061
110,EA_1T8_AG25T99_F,TUR,Turkey,2008,72.63832
111,EA_1T8_AG25T99_F,TUR,Turkey,2009,74.7516
112,EA_1T8_AG25T99_F,TUR,Turkey,2010,77.97366
113,EA_1T8_AG25T99_F,TUR,Turkey,2011,79.61501
114,EA_1T8_AG25T99_F,TUR,Turkey,2012,80.31994
115,EA_1T8_AG25T99_F,TUR,Turkey,2013,80.79424
116,EA_2T8_AG25T99_M,PAK,Pakistan,2005,32.163129999999995
117,EA_2T8_AG25T99_M,PAK,Pakistan,2006,44.04224
118,EA_2T8_AG25T99_M,PAK,Pakistan,2008,43.1063
119,EA_2T8_AG25T99_M,PAK,Pakistan,2009,43.62115
120,EA_2T8_AG25T99_M,PAK,Pakistan,2010,44.90627
121,EA_2T8_AG25T99_M,PAK,Pakistan,2011,46.09349
122,EA_2T8_AG25T99_M,PAK,Pakistan,2012,45.12878
123,EA_2T8_AG25T99_M,PAK,Pakistan,2013,45.21171
124,EA_2T8_AG25T99_M,PHL,Philippines,2004,62.38301
125,EA_2T8_AG25T99_M,PHL,Philippines,2008,63.793519999999994
126,EA_2T8_AG25T99_M,PHL,Philippines,2010,65.84034
127,EA_2T8_AG25T99_M,PHL,Philippines,2013,68.99058000000001
128,EA_3T8_AG25T99_GPI,MUS,Mauritius,2011,0.8364799999999999
129,EA_6T8_AG25T99_F,SEN,Senegal,2011,1.0888
130,EA_6T8_AG25T99_F,SEN,Senegal,2013,1.80182
131,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2007,97.6985
132,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2008,98.33830999999999
133,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2009,98.57423
134,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2010,98.49603
135,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2011,98.48751
136,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2012,98.7895
137,EA_1T8_AG25T99_F,MDA,Republic of Moldova,2013,98.87742
138,EA_2T8_AG25T99_M,HRV,Croatia,2011,93.77158
139,EA_2T8_AG25T99,SEN,Senegal,2006,7.54719
140,EA_2T8_AG25T99,SEN,Senegal,2011,10.84601
141,EA_2T8_AG25T99,SEN,Senegal,2013,13.88541
142,EA_3T8_AG25T99_GPI,GEO,Georgia,2012,0.97346
143,EA_4T8_AG25T99_GPI,BRA,Brazil,2006,1.12566
144,EA_4T8_AG25T99_GPI,BRA,Brazil,2007,1.20331
145,EA_4T8_AG25T99_GPI,BRA,Brazil,2008,1.19203
146,EA_4T8_AG25T99_GPI,BRA,Brazil,2009,1.2165700000000002
147,EA_4T8_AG25T99_GPI,BRA,Brazil,2010,1.25498
148,EA_4T8_AG25T99_GPI,BRA,Brazil,2011,1.25156
150,EA_4T8_AG25T99_GPI,BRA,Brazil,2013,1.2601
151,EA_4T8_AG25T99_GPI,FRA,France,2004,0.98283
152,EA_4T8_AG25T99_GPI,FRA,France,2005,1.0020200000000001
153,EA_4T8_AG25T99_GPI,FRA,France,2007,1.00735
154,EA_4T8_AG25T99_GPI,FRA,France,2008,1.0326600000000001
155,EA_4T8_AG25T99_GPI,FRA,France,2009,1.03892
156,EA_4T8_AG25T99_GPI,FRA,France,2010,1.0204
157,EA_4T8_AG25T99_GPI,FRA,France,2011,1.02429
158,EA_4T8_AG25T99_GPI,FRA,France,2012,1.02817
159,EA_4T8_AG25T99_GPI,FRA,France,2013,1.03645
160,EA_5T8_AG25T99,BLZ,Belize,2005,11.054030000000001
161,EA_5T8_AG25T99,BLZ,Belize,2010,5.7185
162,EA_7T8_AG25T99_F,MDA,Republic of Moldova,2013,0.60565
163,EA_1T8_AG25T99_M,GBR,United Kingdom of Great Britain and Northern Ireland,2009,99.8457
164,EA_1T8_AG25T99_M,GBR,United Kingdom of Great Britain and Northern Ireland,2010,99.87633000000001
165,EA_1T8_AG25T99_M,GBR,United Kingdom of Great Britain and Northern Ireland,2011,99.89578
166,EA_1T8_AG25T99_M,GBR,United Kingdom of Great Britain and Northern Ireland,2012,99.86135
167,EA_1T8_AG25T99_M,GBR,United Kingdom of Great Britain and Northern Ireland,2013,99.86799
168,EA_4T8_AG25T99_F,FJI,Fiji,2007,14.55701
169,EA_7T8_AG25T99_GPI,RWA,Rwanda,2012,0.29345
170,EA_4T8_AG25T99,KEN,Kenya,2009,7.72848
171,EA_4T8_AG25T99,KEN,Kenya,2010,7.92328
172,EA_4T8_AG25T99,PAN,Panama,2010,22.73995
173,EA_5T8_AG25T99,PSE,Palestine,2004,17.73035
174,EA_5T8_AG25T99,PSE,Palestine,2006,18.3751
175,EA_5T8_AG25T99,PSE,Palestine,2007,19.0071
176,EA_5T8_AG25T99,PSE,Palestine,2008,19.43376
177,EA_5T8_AG25T99,PSE,Palestine,2009,21.85122
178,EA_5T8_AG25T99,PSE,Palestine,2010,21.99041
179,EA_5T8_AG25T99,PSE,Palestine,2011,23.58294
180,EA_5T8_AG25T99,PSE,Palestine,2012,24.82232
181,EA_5T8_AG25T99,PSE,Palestine,2013,22.53745
182,EA_2T8_AG25T99_M,TON,Tonga,2006,70.93045
183,EA_2T8_AG25T99_M,TON,Tonga,2011,88.38589
184,EA_3T8_AG25T99,HUN,Hungary,2005,63.55242
185,EA_3T8_AG25T99,HUN,Hungary,2009,74.53801
186,EA_3T8_AG25T99,HUN,Hungary,2010,75.69111
187,EA_3T8_AG25T99,HUN,Hungary,2011,76.65756
188,EA_3T8_AG25T99,HUN,Hungary,2012,77.63198
189,EA_3T8_AG25T99,HUN,Hungary,2013,78.48742
190,EA_2T8_AG25T99,URY,Uruguay,2003,59.26054
191,EA_2T8_AG25T99,URY,Uruguay,2006,47.1333
192,EA_2T8_AG25T99,URY,Uruguay,2008,51.160740000000004
193,EA_2T8_AG25T99,URY,Uruguay,2009,49.75869
194,EA_2T8_AG25T99,URY,Uruguay,2010,49.49821
195,EA_2T8_AG25T99,URY,Uruguay,2011,51.21222
196,EA_2T8_AG25T99,URY,Uruguay,2012,52.46095
197,EA_2T8_AG25T99,URY,Uruguay,2013,52.314409999999995
198,EA_4T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2006,19.73319
199,EA_4T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2008,20.3007
200,EA_4T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2009,20.29372
201,EA_4T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2010,20.55261
202,EA_4T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2011,21.85726
203,EA_7T8_AG25T99_F,GEO,Georgia,2012,27.10073
204,EA_8_AG25T99_F,CYP,Cyprus,2013,0.37128
205,EA_2T8_AG25T99_F,OMN,Oman,2003,32.74653
206,EA_2T8_AG25T99_F,OMN,Oman,2008,47.221709999999995
207,EA_2T8_AG25T99_F,OMN,Oman,2010,51.11435
208,EA_1T8_AG25T99_M,CUB,Cuba,2012,92.10223
209,EA_2T8_AG25T99,SUR,Suriname,2004,50.60702
210,EA_2T8_AG25T99,SUR,Suriname,2012,61.80379
211,EA_8_AG25T99_GPI,FIN,Finland,2012,0.67423
212,EA_8_AG25T99_GPI,FIN,Finland,2013,0.69212
213,EA_2T8_AG25T99_M,ETH,Ethiopia,2007,9.88193
214,EA_2T8_AG25T99_M,ETH,Ethiopia,2011,18.23809
216,EA_5T8_AG25T99_GPI,MNG,Mongolia,2010,1.3102
217,EA_7T8_AG25T99_F,PRI,Puerto Rico,2012,6.64645
218,EA_8_AG25T99_GPI,KGZ,Kyrgyzstan,2009,0.67398
219,EA_3T8_AG25T99,ARG,Argentina,2003,42.15663
220,EA_4T8_AG25T99_F,BMU,Bermuda,2010,54.3386
221,EA_5T8_AG25T99_F,CHN,China,2010,7.59915
222,EA_2T8_AG25T99,KWT,Kuwait,2005,43.57805
223,EA_2T8_AG25T99,KWT,Kuwait,2006,44.80628
224,EA_2T8_AG25T99,KWT,Kuwait,2007,46.27617
225,EA_2T8_AG25T99,KWT,Kuwait,2008,48.88442
226,EA_2T8_AG25T99,KWT,Kuwait,2012,56.03297
227,EA_2T8_AG25T99,KWT,Kuwait,2013,50.83045
228,EA_8_AG25T99,LTU,Lithuania,2013,0.44275
229,EA_7T8_AG25T99,PAN,Panama,2010,2.3721
230,EA_4T8_AG25T99,BHR,Bahrain,2010,40.11995
232,EA_1T8_AG25T99_F,PHL,Philippines,2004,83.59458000000001
233,EA_1T8_AG25T99_F,PHL,Philippines,2010,83.30674
234,EA_1T8_AG25T99_F,PHL,Philippines,2013,85.79404
235,EA_1T8_AG25T99_GPI,SRB,Serbia,2011,0.9519200000000001
236,EA_1T8_AG25T99_GPI,SRB,Serbia,2013,0.91043
237,EA_1T8_AG25T99_M,ZWE,Zimbabwe,2012,84.85537
238,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2007,33.66563
239,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2008,34.24798
240,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2009,35.16977
241,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2010,35.42511
242,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2011,36.53989
243,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2012,40.8505
244,EA_4T8_AG25T99_F,MDA,Republic of Moldova,2013,36.640190000000004
245,EA_4T8_AG25T99_M,TGO,Togo,2009,4.96496
246,EA_4T8_AG25T99_M,TGO,Togo,2011,10.55182
247,EA_2T8_AG25T99_GPI,TCD,Chad,2004,0.16815
248,EA_3T8_AG25T99_F,SEN,Senegal,2006,2.8020400000000003
249,EA_3T8_AG25T99_F,SEN,Senegal,2011,3.25505
250,EA_3T8_AG25T99_F,SEN,Senegal,2013,5.19195
251,EA_5T8_AG25T99_GPI,BLR,Belarus,2009,1.12951
252,EA_5T8_AG25T99_F,THA,Thailand,2004,13.42326
253,EA_5T8_AG25T99_F,THA,Thailand,2006,13.21561
254,EA_5T8_AG25T99_F,THA,Thailand,2010,12.63227
255,EA_5T8_AG25T99_F,THA,Thailand,2013,17.34295
256,EA_8_AG25T99,LVA,Latvia,2013,0.47063999999999995
257,EA_6T8_AG25T99,MDA,Republic of Moldova,2013,19.03649
258,EA_3T8_AG25T99_F,JPN,Japan,2010,79.31059
259,EA_5T8_AG25T99_M,FJI,Fiji,2007,13.38163
260,EA_1T8_AG25T99_GPI,PER,Peru,2004,0.9083600000000001
261,EA_1T8_AG25T99_GPI,PER,Peru,2005,0.86966
262,EA_1T8_AG25T99_GPI,PER,Peru,2006,0.83129
263,EA_1T8_AG25T99_GPI,PER,Peru,2007,0.8335299999999999
264,EA_1T8_AG25T99_GPI,PER,Peru,2008,0.8281
265,EA_1T8_AG25T99_GPI,PER,Peru,2009,0.8259799999999999
266,EA_1T8_AG25T99_GPI,PER,Peru,2010,0.8521700000000001
267,EA_1T8_AG25T99_GPI,PER,Peru,2011,0.86177
268,EA_1T8_AG25T99_GPI,PER,Peru,2012,0.8728299999999999
269,EA_1T8_AG25T99_GPI,PER,Peru,2013,0.8819299999999999
270,EA_2T8_AG25T99,KAZ,Kazakhstan,2007,99.34056
271,EA_4T8_AG25T99_F,SVN,Slovenia,2004,18.749879999999997
276,EA_4T8_AG25T99_F,SVN,Slovenia,2009,22.6978
281,EA_1T8_AG25T99,USA,United States of America,2004,98.47055
282,EA_1T8_AG25T99,USA,United States of America,2005,98.42296
283,EA_1T8_AG25T99,USA,United States of America,2006,98.54377
284,EA_1T8_AG25T99,USA,United States of America,2008,98.67673
285,EA_1T8_AG25T99,USA,United States of America,2009,98.59418000000001
286,EA_1T8_AG25T99,USA,United States of America,2010,98.68843000000001
287,EA_1T8_AG25T99,USA,United States of America,2011,98.7173
288,EA_1T8_AG25T99,USA,United States of America,2012,98.79048
289,EA_1T8_AG25T99,USA,United States of America,2013,98.86702
290,EA_4T8_AG25T99_GPI,LCA,Saint Lucia,2013,1.264
291,EA_4T8_AG25T99_M,KEN,Kenya,2009,9.19378
292,EA_4T8_AG25T99_M,KEN,Kenya,2010,8.99005
293,EA_4T8_AG25T99,VNM,Viet Nam,2009,12.0781
294,EA_7T8_AG25T99_M,GTM,Guatemala,2012,0.27738
295,EA_7T8_AG25T99_M,GTM,Guatemala,2013,0.20879
296,EA_8_AG25T99_M,LVA,Latvia,2013,0.38811999999999997
297,EA_1T8_AG25T99_M,LTU,Lithuania,2005,98.84466
298,EA_1T8_AG25T99_M,LTU,Lithuania,2006,98.35763
299,EA_1T8_AG25T99_M,LTU,Lithuania,2007,98.52253
300,EA_1T8_AG25T99_M,LTU,Lithuania,2008,98.80513
301,EA_1T8_AG25T99_M,LTU,Lithuania,2009,98.77171
302,EA_1T8_AG25T99_M,LTU,Lithuania,2010,98.93028000000001
303,EA_1T8_AG25T99_M,LTU,Lithuania,2011,99.11255
304,EA_1T8_AG25T99_M,LTU,Lithuania,2012,99.05715
305,EA_1T8_AG25T99_M,LTU,Lithuania,2013,99.18021999999999
306,EA_1T8_AG25T99,CUB,Cuba,2012,91.19461
307,EA_1T8_AG25T99,MNG,Mongolia,2010,95.49479000000001
308,EA_2T8_AG25T99_F,IDN,Indonesia,2006,36.5008
309,EA_2T8_AG25T99_F,IDN,Indonesia,2007,34.9423
310,EA_2T8_AG25T99_F,IDN,Indonesia,2008,36.20628
311,EA_2T8_AG25T99_F,IDN,Indonesia,2009,37.4224
312,EA_2T8_AG25T99_F,IDN,Indonesia,2011,39.85383
313,EA_2T8_AG25T99_M,PRI,Puerto Rico,2012,78.90065
314,EA_5T8_AG25T99_F,SGP,Singapore,2005,25.77032
315,EA_5T8_AG25T99_F,SGP,Singapore,2006,26.92493
316,EA_5T8_AG25T99_F,SGP,Singapore,2007,28.1811
317,EA_5T8_AG25T99_F,SGP,Singapore,2008,30.601909999999997
318,EA_5T8_AG25T99_F,SGP,Singapore,2009,31.66641
319,EA_5T8_AG25T99_F,SGP,Singapore,2010,33.98008
320,EA_5T8_AG25T99_F,SGP,Singapore,2011,35.00444
321,EA_5T8_AG25T99_F,SGP,Singapore,2012,36.43212
322,EA_5T8_AG25T99_F,SGP,Singapore,2013,38.322790000000005
323,EA_5T8_AG25T99,SUR,Suriname,2004,3.91474
325,EA_1T8_AG25T99,KEN,Kenya,2009,57.172090000000004
326,EA_1T8_AG25T99,KEN,Kenya,2010,50.98653
327,EA_3T8_AG25T99,ETH,Ethiopia,2007,7.024189999999999
328,EA_3T8_AG25T99,ETH,Ethiopia,2011,8.83605
329,EA_4T8_AG25T99_GPI,MLT,Malta,2005,0.6747
330,EA_4T8_AG25T99_GPI,MLT,Malta,2007,0.59805
331,EA_4T8_AG25T99_GPI,MLT,Malta,2010,0.68499
332,EA_4T8_AG25T99_GPI,MLT,Malta,2011,0.66295
333,EA_4T8_AG25T99_GPI,MLT,Malta,2012,0.7017800000000001
334,EA_4T8_AG25T99_GPI,MLT,Malta,2013,0.73847
335,EA_2T8_AG25T99_F,CHN,China,2010,58.65146
336,EA_2T8_AG25T99,GBR,United Kingdom of Great Britain and Northern Ireland,2009,99.76856
337,EA_2T8_AG25T99,GBR,United Kingdom of Great Britain and Northern Ireland,2010,99.80787
338,EA_2T8_AG25T99,GBR,United Kingdom of Great Britain and Northern Ireland,2011,99.85564000000001
339,EA_2T8_AG25T99,GBR,United Kingdom of Great Britain and Northern Ireland,2012,99.80833
340,EA_2T8_AG25T99,GBR,United Kingdom of Great Britain and Northern Ireland,2013,99.83229
341,EA_2T8_AG25T99_M,HUN,Hungary,2005,94.12252
342,EA_2T8_AG25T99_M,HUN,Hungary,2009,98.35283000000001
343,EA_2T8_AG25T99_M,HUN,Hungary,2010,98.52937
344,EA_2T8_AG25T99_M,HUN,Hungary,2011,98.66582
345,EA_2T8_AG25T99_M,HUN,Hungary,2012,98.72118
346,EA_2T8_AG25T99_M,HUN,Hungary,2013,98.80745999999999
347,EA_5T8_AG25T99_F,MNG,Mongolia,2010,26.797459999999997
348,EA_7T8_AG25T99_M,RUS,Russian Federation,2010,1.21838
349,EA_2T8_AG25T99_GPI,CHE,Switzerland,2009,0.9850200000000001
350,EA_2T8_AG25T99_GPI,CHE,Switzerland,2010,0.98506
351,EA_2T8_AG25T99_GPI,CHE,Switzerland,2011,0.98413
352,EA_2T8_AG25T99_GPI,CHE,Switzerland,2012,0.98374
353,EA_2T8_AG25T99_GPI,KGZ,Kyrgyzstan,2009,0.9751
354,EA_5T8_AG25T99_M,LUX,Luxembourg,2003,22.3271
355,EA_5T8_AG25T99_M,LUX,Luxembourg,2007,25.21367
356,EA_5T8_AG25T99_M,LUX,Luxembourg,2009,36.76662
357,EA_5T8_AG25T99_M,LUX,Luxembourg,2010,37.44262
358,EA_5T8_AG25T99_M,LUX,Luxembourg,2011,38.30969
359,EA_5T8_AG25T99_M,LUX,Luxembourg,2012,40.70743
360,EA_5T8_AG25T99_M,LUX,Luxembourg,2013,41.941179999999996
363,EA_7T8_AG25T99_M,CUB,Cuba,2012,3.9666699999999997
364,EA_3T8_AG25T99_GPI,NZL,New Zealand,2006,0.98824
365,EA_3T8_AG25T99_GPI,NZL,New Zealand,2011,0.94006
366,EA_3T8_AG25T99_GPI,NZL,New Zealand,2012,0.94316
367,EA_3T8_AG25T99,BMU,Bermuda,2010,77.01595999999999
368,EA_6T8_AG25T99_F,GBR,United Kingdom of Great Britain and Northern Ireland,2013,28.606820000000003
369,EA_7T8_AG25T99_GPI,ECU,Ecuador,2013,0.44882
370,EA_7T8_AG25T99_F,TUR,Turkey,2013,1.23993
371,EA_3T8_AG25T99_F,KWT,Kuwait,2005,30.09502
372,EA_3T8_AG25T99_F,KWT,Kuwait,2006,31.33179
373,EA_3T8_AG25T99_F,KWT,Kuwait,2007,30.71133
374,EA_3T8_AG25T99_F,KWT,Kuwait,2008,32.16788
375,EA_3T8_AG25T99_F,KWT,Kuwait,2012,34.264179999999996
376,EA_3T8_AG25T99_F,KWT,Kuwait,2013,34.099740000000004
377,EA_1T8_AG25T99_F,SAU,Saudi Arabia,2004,55.275690000000004
378,EA_1T8_AG25T99_F,SAU,Saudi Arabia,2013,74.48617
379,EA_1T8_AG25T99,LBN,Lebanon,2007,78.44015999999999
380,EA_4T8_AG25T99_GPI,CYM,Cayman Islands,2004,1.01139
381,EA_4T8_AG25T99_GPI,CYM,Cayman Islands,2005,1.0662399999999999
382,EA_4T8_AG25T99_GPI,CYM,Cayman Islands,2006,0.9571200000000001
383,EA_4T8_AG25T99_GPI,CYM,Cayman Islands,2007,1.0305799999999998
384,EA_4T8_AG25T99_GPI,CYM,Cayman Islands,2008,1.11486
394,EA_4T8_AG25T99_M,SVK,Slovakia,2011,20.0564
397,EA_5T8_AG25T99_GPI,PAN,Panama,2010,1.33227
398,EA_6T8_AG25T99,HUN,Hungary,2013,19.42598
399,EA_8_AG25T99_GPI,MNG,Mongolia,2010,0.66406
400,EA_6T8_AG25T99_GPI,KWT,Kuwait,2013,1.5585
401,EA_4T8_AG25T99_M,BLZ,Belize,2010,15.051870000000001
403,EA_5T8_AG25T99,PRY,Paraguay,2005,4.51314
404,EA_5T8_AG25T99,PRY,Paraguay,2006,3.7446099999999998
405,EA_5T8_AG25T99,PRY,Paraguay,2007,8.6951
406,EA_5T8_AG25T99,PRY,Paraguay,2008,10.41735
407,EA_5T8_AG25T99,PRY,Paraguay,2009,9.3917
408,EA_1T8_AG25T99_M,TZA,United Republic of Tanzania,2012,71.22065
409,EA_1T8_AG25T99_F,ESP,Spain,2004,84.22588
410,EA_1T8_AG25T99_F,ESP,Spain,2005,83.47839
411,EA_1T8_AG25T99_F,ESP,Spain,2006,84.32696
412,EA_1T8_AG25T99_F,ESP,Spain,2007,84.66174000000001
413,EA_1T8_AG25T99_F,ESP,Spain,2008,85.2227
414,EA_1T8_AG25T99_F,ESP,Spain,2009,85.34803000000001
415,EA_1T8_AG25T99_F,ESP,Spain,2010,86.06954
416,EA_1T8_AG25T99_F,ESP,Spain,2011,86.40739
417,EA_1T8_AG25T99_F,ESP,Spain,2012,87.15451
419,EA_2T8_AG25T99,VEN,Venezuela (Bolivarian Republic of),2006,45.92707
