,"﻿""EDULIT_IND""",LOCATION,Country,Time,Value
905,EA_2T8_AG25T99,CRI,Costa Rica,2011,50.12526
906,EA_2T8_AG25T99,CRI,Costa Rica,2012,50.81568
907,EA_3T8_AG25T99_M,FRA,France,2004,59.79759
908,EA_3T8_AG25T99_M,FRA,France,2005,60.70573
909,EA_3T8_AG25T99_M,FRA,France,2007,63.182430000000004
910,EA_3T8_AG25T99_M,FRA,France,2008,63.906769999999995
911,EA_3T8_AG25T99_M,FRA,France,2009,64.62428
912,EA_3T8_AG25T99_M,FRA,France,2010,65.51429
913,EA_3T8_AG25T99_M,FRA,France,2011,66.18158000000001
914,EA_3T8_AG25T99_M,FRA,France,2012,66.92357
915,EA_3T8_AG25T99_M,FRA,France,2013,69.61559
916,EA_5T8_AG25T99_F,CZE,Czech Republic,2006,10.486989999999999
917,EA_5T8_AG25T99_F,CZE,Czech Republic,2007,10.70861
918,EA_5T8_AG25T99_F,CZE,Czech Republic,2008,11.679
919,EA_5T8_AG25T99_F,CZE,Czech Republic,2009,12.74527
920,EA_5T8_AG25T99_F,CZE,Czech Republic,2010,13.8208
921,EA_5T8_AG25T99_F,CZE,Czech Republic,2011,15.240570000000002
922,EA_5T8_AG25T99_F,CZE,Czech Republic,2012,16.41179
923,EA_5T8_AG25T99_F,CZE,Czech Republic,2013,17.3943
924,EA_6T8_AG25T99_GPI,GTM,Guatemala,2012,0.56934
925,EA_6T8_AG25T99_GPI,GTM,Guatemala,2013,0.8186899999999999
926,EA_6T8_AG25T99,KWT,Kuwait,2013,8.7118
927,EA_4T8_AG25T99_GPI,MDV,Maldives,2006,0.66573
928,EA_5T8_AG25T99,LKA,Sri Lanka,2008,13.87674
929,EA_5T8_AG25T99,LKA,Sri Lanka,2009,14.108220000000001
930,EA_2T8_AG25T99,BTN,Bhutan,2012,9.5981
931,EA_3T8_AG25T99_M,BIH,Bosnia and Herzegovina,2010,34.58285
932,EA_3T8_AG25T99_M,BIH,Bosnia and Herzegovina,2011,36.36145
933,EA_3T8_AG25T99_M,PHL,Philippines,2004,49.80202
934,EA_3T8_AG25T99_M,PHL,Philippines,2010,54.907090000000004
935,EA_3T8_AG25T99_M,PHL,Philippines,2013,56.77065
937,EA_4T8_AG25T99_GPI,PRT,Portugal,2004,1.27541
938,EA_4T8_AG25T99_GPI,PRT,Portugal,2005,1.2747600000000001
939,EA_4T8_AG25T99_GPI,PRT,Portugal,2006,1.23901
940,EA_4T8_AG25T99_GPI,PRT,Portugal,2007,1.29888
941,EA_4T8_AG25T99_GPI,PRT,Portugal,2008,1.3227799999999998
942,EA_4T8_AG25T99_GPI,PRT,Portugal,2009,1.29447
943,EA_4T8_AG25T99_GPI,PRT,Portugal,2010,1.3371
944,EA_4T8_AG25T99_GPI,PRT,Portugal,2011,1.24189
945,EA_4T8_AG25T99_GPI,PRT,Portugal,2012,1.23855
946,EA_4T8_AG25T99_GPI,PRT,Portugal,2013,1.3224
947,EA_5T8_AG25T99_F,BMU,Bermuda,2010,41.29874
948,EA_2T8_AG25T99_GPI,BRA,Brazil,2004,1.03969
949,EA_2T8_AG25T99_GPI,BRA,Brazil,2006,1.04724
950,EA_2T8_AG25T99_GPI,BRA,Brazil,2007,1.0368899999999999
951,EA_2T8_AG25T99_GPI,BRA,Brazil,2008,1.04104
952,EA_2T8_AG25T99_GPI,BRA,Brazil,2009,1.0407799999999998
953,EA_2T8_AG25T99_GPI,BRA,Brazil,2010,1.05969
954,EA_2T8_AG25T99_GPI,BRA,Brazil,2011,1.0422799999999999
955,EA_2T8_AG25T99_GPI,BRA,Brazil,2012,1.04671
956,EA_2T8_AG25T99_GPI,BRA,Brazil,2013,1.05523
957,EA_5T8_AG25T99,AND,Andorra,2004,16.31159
958,EA_5T8_AG25T99,AND,Andorra,2005,17.19768
959,EA_5T8_AG25T99,AND,Andorra,2006,17.99233
960,EA_3T8_AG25T99_GPI,ZWE,Zimbabwe,2012,0.46583
961,EA_3T8_AG25T99_M,PAK,Pakistan,2005,9.88852
962,EA_3T8_AG25T99_M,PAK,Pakistan,2006,31.43515
963,EA_3T8_AG25T99_M,PAK,Pakistan,2008,31.113509999999998
964,EA_3T8_AG25T99_M,PAK,Pakistan,2009,31.27625
965,EA_3T8_AG25T99_M,PAK,Pakistan,2010,32.01231
966,EA_3T8_AG25T99_M,PAK,Pakistan,2011,33.295390000000005
967,EA_3T8_AG25T99_M,PAK,Pakistan,2012,32.31342
968,EA_3T8_AG25T99_M,PAK,Pakistan,2013,32.52742
969,EA_3T8_AG25T99,BHS,Bahamas,2010,81.87773
970,EA_6T8_AG25T99,SEN,Senegal,2011,2.0494
971,EA_6T8_AG25T99,SEN,Senegal,2013,3.1166
972,EA_1T8_AG25T99_M,MAC,"China, Macao Special Administrative Region",2006,86.78628
973,EA_1T8_AG25T99_M,MAC,"China, Macao Special Administrative Region",2011,90.47646999999999
974,EA_2T8_AG25T99_F,KHM,Cambodia,2007,9.144630000000001
975,EA_2T8_AG25T99_F,KHM,Cambodia,2008,11.10713
976,EA_2T8_AG25T99_F,KHM,Cambodia,2009,9.8644
977,EA_2T8_AG25T99,NOR,Norway,2004,99.82189
978,EA_2T8_AG25T99,NOR,Norway,2005,99.82628000000001
979,EA_2T8_AG25T99,NOR,Norway,2006,99.80863000000001
980,EA_2T8_AG25T99,NOR,Norway,2007,99.8131
981,EA_2T8_AG25T99,NOR,Norway,2008,99.7248
982,EA_2T8_AG25T99,NOR,Norway,2009,99.70299999999999
983,EA_2T8_AG25T99,NOR,Norway,2010,99.70408
984,EA_2T8_AG25T99,NOR,Norway,2011,99.5989
985,EA_7T8_AG25T99_F,SWE,Sweden,2013,10.2929
986,EA_4T8_AG25T99_GPI,TON,Tonga,2006,0.78045
987,EA_4T8_AG25T99_GPI,TON,Tonga,2011,0.9002100000000001
988,EA_5T8_AG25T99_GPI,IDN,Indonesia,2006,1.22811
989,EA_5T8_AG25T99_GPI,IDN,Indonesia,2007,0.6333300000000001
990,EA_5T8_AG25T99_GPI,IDN,Indonesia,2008,0.69877
991,EA_5T8_AG25T99_GPI,IDN,Indonesia,2009,0.8482299999999999
992,EA_5T8_AG25T99_GPI,IDN,Indonesia,2011,0.9139299999999999
993,EA_5T8_AG25T99_M,BTN,Bhutan,2012,6.593430000000001
994,EA_4T8_AG25T99_GPI,ZAF,South Africa,2003,0.9212600000000001
995,EA_4T8_AG25T99_GPI,ZAF,South Africa,2004,0.92335
996,EA_4T8_AG25T99_GPI,ZAF,South Africa,2005,0.87164
997,EA_4T8_AG25T99_GPI,ZAF,South Africa,2006,0.9477700000000001
998,EA_4T8_AG25T99_GPI,ZAF,South Africa,2007,0.8624
999,EA_4T8_AG25T99_GPI,ZAF,South Africa,2008,0.92505
1000,EA_4T8_AG25T99_GPI,ZAF,South Africa,2009,0.9446899999999999
1001,EA_4T8_AG25T99_GPI,ZAF,South Africa,2010,0.89995
1002,EA_4T8_AG25T99_GPI,ZAF,South Africa,2011,0.9327799999999999
1003,EA_4T8_AG25T99_GPI,ZAF,South Africa,2012,0.9135200000000001
1004,EA_6T8_AG25T99,ARM,Armenia,2011,24.423379999999998
1005,EA_2T8_AG25T99_M,ALB,Albania,2008,85.03381
1006,EA_2T8_AG25T99_M,ALB,Albania,2011,88.41181
1007,EA_2T8_AG25T99_M,ALB,Albania,2012,89.42938000000001
1008,EA_4T8_AG25T99_F,KAZ,Kazakhstan,2007,60.79193000000001
1009,EA_6T8_AG25T99,URY,Uruguay,2013,7.1976
1010,EA_8_AG25T99_GPI,POL,Poland,2013,0.6631600000000001
1011,EA_3T8_AG25T99_GPI,SEN,Senegal,2006,0.37237
1012,EA_3T8_AG25T99_GPI,SEN,Senegal,2011,0.37517
1013,EA_3T8_AG25T99_GPI,SEN,Senegal,2013,0.45018
1014,EA_5T8_AG25T99_GPI,TUN,Tunisia,2008,0.7117
1015,EA_5T8_AG25T99_GPI,TUN,Tunisia,2010,0.76064
1016,EA_5T8_AG25T99_GPI,TUN,Tunisia,2011,0.75376
1017,EA_6T8_AG25T99_GPI,CUB,Cuba,2012,1.30321
1018,EA_7T8_AG25T99,MLT,Malta,2013,4.23611
1019,EA_8_AG25T99_M,LTU,Lithuania,2013,0.45221999999999996
1020,EA_1T8_AG25T99_GPI,URY,Uruguay,2003,1.01219
1021,EA_1T8_AG25T99_GPI,URY,Uruguay,2006,1.00684
1022,EA_1T8_AG25T99_GPI,URY,Uruguay,2008,1.0030299999999999
1023,EA_1T8_AG25T99_GPI,URY,Uruguay,2009,1.00527
1024,EA_1T8_AG25T99_GPI,URY,Uruguay,2010,1.00329
1025,EA_1T8_AG25T99_GPI,URY,Uruguay,2011,0.99877
1026,EA_1T8_AG25T99_GPI,URY,Uruguay,2012,1.00273
1027,EA_1T8_AG25T99_GPI,URY,Uruguay,2013,1.0001
1028,EA_4T8_AG25T99_GPI,SYR,Syrian Arab Republic,2007,0.5814199999999999
1029,EA_4T8_AG25T99_GPI,SYR,Syrian Arab Republic,2008,0.68561
1030,EA_4T8_AG25T99_GPI,SYR,Syrian Arab Republic,2009,0.70828
1031,EA_5T8_AG25T99_F,ETH,Ethiopia,2007,0.18112
1032,EA_5T8_AG25T99_F,ETH,Ethiopia,2011,0.39435
1033,EA_3T8_AG25T99_M,ECU,Ecuador,2009,30.78323
1034,EA_3T8_AG25T99_M,ECU,Ecuador,2010,32.91356
1035,EA_3T8_AG25T99_M,ECU,Ecuador,2013,39.10485
1036,EA_4T8_AG25T99_GPI,MNE,Montenegro,2003,0.67753
1038,EA_1T8_AG25T99,MYS,Malaysia,2005,82.35811
1039,EA_1T8_AG25T99,MYS,Malaysia,2009,90.59616
1040,EA_1T8_AG25T99,MYS,Malaysia,2010,91.21786999999999
1041,EA_1T8_AG25T99_F,BFA,Burkina Faso,2006,7.4343
1042,EA_1T8_AG25T99_F,BFA,Burkina Faso,2007,2.56113
1043,EA_1T8_AG25T99_M,PAN,Panama,2010,82.77547
1044,EA_1T8_AG25T99_M,USA,United States of America,2004,98.33006
1045,EA_1T8_AG25T99_M,USA,United States of America,2005,98.34394
1046,EA_1T8_AG25T99_M,USA,United States of America,2006,98.4389
1047,EA_1T8_AG25T99_M,USA,United States of America,2008,98.61712
1048,EA_1T8_AG25T99_M,USA,United States of America,2009,98.5648
1049,EA_1T8_AG25T99_M,USA,United States of America,2010,98.67019
1050,EA_1T8_AG25T99_M,USA,United States of America,2011,98.73182
1051,EA_1T8_AG25T99_M,USA,United States of America,2012,98.74961
1052,EA_1T8_AG25T99_M,USA,United States of America,2013,98.86506
1053,EA_2T8_AG25T99,LTU,Lithuania,2005,86.98038000000001
1054,EA_2T8_AG25T99,LTU,Lithuania,2006,88.07021999999999
1055,EA_2T8_AG25T99,LTU,Lithuania,2007,88.55671
1056,EA_2T8_AG25T99,LTU,Lithuania,2008,89.56191
1057,EA_2T8_AG25T99,LTU,Lithuania,2009,90.24073
1058,EA_2T8_AG25T99,LTU,Lithuania,2010,90.95952
1059,EA_2T8_AG25T99,LTU,Lithuania,2011,91.6342
1060,EA_2T8_AG25T99,LTU,Lithuania,2012,91.41516999999999
1061,EA_2T8_AG25T99,LTU,Lithuania,2013,92.28945999999999
1062,EA_5T8_AG25T99_F,RWA,Rwanda,2012,2.5526299999999997
1063,EA_7T8_AG25T99_F,ALB,Albania,2012,11.884689999999999
1064,EA_2T8_AG25T99_M,PSE,Palestine,2004,51.377140000000004
1065,EA_2T8_AG25T99_M,PSE,Palestine,2006,52.27901
1066,EA_2T8_AG25T99_M,PSE,Palestine,2007,53.51495
1067,EA_2T8_AG25T99_M,PSE,Palestine,2008,54.04832
1068,EA_2T8_AG25T99_M,PSE,Palestine,2009,56.177640000000004
1069,EA_2T8_AG25T99_M,PSE,Palestine,2010,56.12934
1070,EA_2T8_AG25T99_M,PSE,Palestine,2011,57.471019999999996
1071,EA_2T8_AG25T99_M,PSE,Palestine,2012,59.406459999999996
1072,EA_2T8_AG25T99_M,PSE,Palestine,2013,60.38776
1073,EA_5T8_AG25T99_GPI,AUT,Austria,2005,0.6361600000000001
1074,EA_5T8_AG25T99_GPI,AUT,Austria,2007,0.60706
1075,EA_5T8_AG25T99_GPI,AUT,Austria,2008,0.53742
1076,EA_5T8_AG25T99_GPI,AUT,Austria,2009,0.66795
1077,EA_5T8_AG25T99_GPI,AUT,Austria,2010,0.6904600000000001
1078,EA_5T8_AG25T99_GPI,AUT,Austria,2011,0.67378
1079,EA_5T8_AG25T99_GPI,AUT,Austria,2012,0.68506
1080,EA_5T8_AG25T99_GPI,AUT,Austria,2013,0.71285
1081,EA_2T8_AG25T99_M,TZA,United Republic of Tanzania,2012,13.74334
1082,EA_2T8_AG25T99,DOM,Dominican Republic,2007,42.53045
1083,EA_2T8_AG25T99,DOM,Dominican Republic,2010,52.63025
1084,EA_2T8_AG25T99,DOM,Dominican Republic,2011,53.84415
1085,EA_2T8_AG25T99,DOM,Dominican Republic,2012,54.37846
1086,EA_2T8_AG25T99,DOM,Dominican Republic,2013,55.23904
1087,EA_4T8_AG25T99_GPI,GEO,Georgia,2012,1.06931
1088,EA_5T8_AG25T99,THA,Thailand,2004,12.993269999999999
1089,EA_5T8_AG25T99,THA,Thailand,2006,12.86897
1090,EA_5T8_AG25T99,THA,Thailand,2010,11.952589999999999
1091,EA_5T8_AG25T99,THA,Thailand,2013,16.89656
1092,EA_8_AG25T99_M,MEX,Mexico,2010,0.19196
1093,EA_8_AG25T99_M,MEX,Mexico,2013,0.11900000000000001
1094,EA_2T8_AG25T99,AND,Andorra,2003,42.30387
1095,EA_2T8_AG25T99,AND,Andorra,2004,51.45418
1096,EA_2T8_AG25T99,AND,Andorra,2005,43.91017
1097,EA_2T8_AG25T99,AND,Andorra,2006,49.95066
1098,EA_3T8_AG25T99_GPI,ISL,Iceland,2005,0.8233600000000001
1099,EA_4T8_AG25T99_F,TGO,Togo,2009,1.21243
1100,EA_4T8_AG25T99_F,TGO,Togo,2011,1.53328
1101,EA_4T8_AG25T99,MDA,Republic of Moldova,2007,30.56614
1102,EA_4T8_AG25T99,MDA,Republic of Moldova,2008,30.927
1103,EA_4T8_AG25T99,MDA,Republic of Moldova,2009,31.51827
1104,EA_4T8_AG25T99,MDA,Republic of Moldova,2010,31.67328
1105,EA_4T8_AG25T99,MDA,Republic of Moldova,2011,32.820479999999996
1106,EA_4T8_AG25T99,MDA,Republic of Moldova,2012,38.50655
1107,EA_4T8_AG25T99,MDA,Republic of Moldova,2013,33.08051
1108,EA_8_AG25T99_GPI,RWA,Rwanda,2012,0.17770999999999998
1109,EA_2T8_AG25T99_F,PAK,Pakistan,2005,11.18486
1110,EA_2T8_AG25T99_F,PAK,Pakistan,2006,19.91488
1111,EA_2T8_AG25T99_F,PAK,Pakistan,2008,18.25914
1112,EA_2T8_AG25T99_F,PAK,Pakistan,2009,19.78022
1113,EA_2T8_AG25T99_F,PAK,Pakistan,2010,20.678739999999998
1114,EA_2T8_AG25T99_F,PAK,Pakistan,2011,19.31089
1115,EA_2T8_AG25T99_F,PAK,Pakistan,2012,24.366020000000002
1116,EA_2T8_AG25T99_F,PAK,Pakistan,2013,25.21695
1117,EA_2T8_AG25T99,GTM,Guatemala,2006,14.7546
1118,EA_2T8_AG25T99,GTM,Guatemala,2012,24.18016
1119,EA_2T8_AG25T99,GTM,Guatemala,2013,25.4481
1120,EA_4T8_AG25T99_F,SEN,Senegal,2006,1.6462299999999999
1123,EA_6T8_AG25T99_F,FIN,Finland,2012,22.18171
1124,EA_6T8_AG25T99_F,FIN,Finland,2013,23.1059
1125,EA_6T8_AG25T99_M,URY,Uruguay,2013,6.7568399999999995
1126,EA_7T8_AG25T99_M,NLD,Netherlands,2013,11.84187
1127,EA_3T8_AG25T99_F,MLI,Mali,2006,6.327719999999999
1128,EA_3T8_AG25T99_F,MLI,Mali,2011,5.54087
1129,EA_3T8_AG25T99_M,TON,Tonga,2006,24.891920000000002
1130,EA_3T8_AG25T99_M,TON,Tonga,2011,53.073519999999995
1131,EA_4T8_AG25T99_F,MUS,Mauritius,2011,10.578619999999999
1132,EA_8_AG25T99_F,MDA,Republic of Moldova,2013,0.05376
1133,EA_1T8_AG25T99_M,GRC,Greece,2005,94.79028000000001
1134,EA_1T8_AG25T99_M,GRC,Greece,2006,92.89399
1135,EA_1T8_AG25T99_M,GRC,Greece,2007,95.66538
1136,EA_1T8_AG25T99_M,GRC,Greece,2008,95.67505
1137,EA_1T8_AG25T99_M,GRC,Greece,2010,95.6478
1138,EA_3T8_AG25T99_M,ZAF,South Africa,2003,51.88978
1139,EA_3T8_AG25T99_M,ZAF,South Africa,2004,52.2068
1140,EA_3T8_AG25T99_M,ZAF,South Africa,2005,53.4396
1141,EA_3T8_AG25T99_M,ZAF,South Africa,2006,54.57671
1142,EA_3T8_AG25T99_M,ZAF,South Africa,2007,54.1707
1143,EA_3T8_AG25T99_M,ZAF,South Africa,2008,57.08401
1144,EA_3T8_AG25T99_M,ZAF,South Africa,2009,59.16276
1145,EA_3T8_AG25T99_M,ZAF,South Africa,2010,60.2282
1146,EA_3T8_AG25T99_M,ZAF,South Africa,2011,60.25733
1147,EA_3T8_AG25T99_M,ZAF,South Africa,2012,63.426719999999996
1148,EA_5T8_AG25T99_M,LTU,Lithuania,2005,21.543689999999998
1149,EA_5T8_AG25T99_M,LTU,Lithuania,2006,21.66181
1150,EA_5T8_AG25T99_M,LTU,Lithuania,2007,23.90394
1151,EA_5T8_AG25T99_M,LTU,Lithuania,2008,23.77113
1152,EA_5T8_AG25T99_M,LTU,Lithuania,2009,23.64816
1153,EA_5T8_AG25T99_M,LTU,Lithuania,2010,24.21857
1154,EA_5T8_AG25T99_M,LTU,Lithuania,2011,25.44442
1155,EA_5T8_AG25T99_M,LTU,Lithuania,2012,25.24866
1156,EA_5T8_AG25T99_M,LTU,Lithuania,2013,25.73907
1157,EA_1T8_AG25T99_GPI,MNE,Montenegro,2003,0.9454899999999999
1158,EA_1T8_AG25T99_GPI,MNE,Montenegro,2011,0.9683
1159,EA_2T8_AG25T99_GPI,SSD,South Sudan,2008,0.7299100000000001
1160,EA_6T8_AG25T99,GBR,United Kingdom of Great Britain and Northern Ireland,2013,28.38829
1161,EA_7T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2012,0.71537
1162,EA_7T8_AG25T99_GPI,IRN,Iran (Islamic Republic of),2013,0.7583300000000001
1163,EA_3T8_AG25T99,URY,Uruguay,2003,34.4548
1164,EA_3T8_AG25T99,URY,Uruguay,2006,24.739
1165,EA_3T8_AG25T99,URY,Uruguay,2008,26.977220000000003
1166,EA_3T8_AG25T99,URY,Uruguay,2009,27.750970000000002
1167,EA_3T8_AG25T99,URY,Uruguay,2010,27.1736
1168,EA_3T8_AG25T99,URY,Uruguay,2011,27.018459999999997
1169,EA_3T8_AG25T99,URY,Uruguay,2012,27.543709999999997
1170,EA_3T8_AG25T99,URY,Uruguay,2013,27.5789
1171,EA_2T8_AG25T99_M,PRT,Portugal,2003,30.33049
1172,EA_2T8_AG25T99_M,PRT,Portugal,2004,32.95166
1173,EA_2T8_AG25T99_M,PRT,Portugal,2005,34.389309999999995
1174,EA_2T8_AG25T99_M,PRT,Portugal,2006,35.96128
1175,EA_2T8_AG25T99_M,PRT,Portugal,2007,36.17539
1176,EA_2T8_AG25T99_M,PRT,Portugal,2008,38.17906
1177,EA_2T8_AG25T99_M,PRT,Portugal,2009,40.26491
1178,EA_2T8_AG25T99_M,PRT,Portugal,2010,41.56025
1179,EA_2T8_AG25T99_M,PRT,Portugal,2011,45.13608
1180,EA_2T8_AG25T99_M,PRT,Portugal,2012,47.29721
1181,EA_2T8_AG25T99_M,PRT,Portugal,2013,49.82104
1182,EA_3T8_AG25T99_GPI,PRY,Paraguay,2003,0.98975
1183,EA_3T8_AG25T99_GPI,PRY,Paraguay,2005,0.94716
1184,EA_3T8_AG25T99_GPI,PRY,Paraguay,2006,0.9223600000000001
1185,EA_3T8_AG25T99_GPI,PRY,Paraguay,2007,0.93425
1186,EA_3T8_AG25T99_GPI,PRY,Paraguay,2008,0.98734
1187,EA_3T8_AG25T99_GPI,PRY,Paraguay,2009,0.8625799999999999
1188,EA_5T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2006,13.317620000000002
1189,EA_5T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2008,13.808710000000001
1190,EA_5T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2009,14.2388
1191,EA_5T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2010,15.21609
1192,EA_5T8_AG25T99_F,HKG,"China, Hong Kong Special Administrative Region",2011,16.49938
1193,EA_1T8_AG25T99,FRA,France,2004,98.34358
1194,EA_1T8_AG25T99,FRA,France,2005,98.60759
1195,EA_1T8_AG25T99,FRA,France,2007,99.16474000000001
1196,EA_1T8_AG25T99,FRA,France,2008,99.27945
1197,EA_1T8_AG25T99,FRA,France,2009,98.88951999999999
1198,EA_1T8_AG25T99,FRA,France,2010,98.43482
1199,EA_1T8_AG25T99,FRA,France,2011,98.44558
1200,EA_1T8_AG25T99,FRA,France,2012,98.43514
1201,EA_1T8_AG25T99,FRA,France,2013,97.89605
1203,EA_5T8_AG25T99_M,BLR,Belarus,2009,48.18769
1204,EA_8_AG25T99_F,LTU,Lithuania,2013,0.43531000000000003
1206,EA_4T8_AG25T99_F,GTM,Guatemala,2012,2.21422
1207,EA_4T8_AG25T99_F,GTM,Guatemala,2013,3.37379
1208,EA_5T8_AG25T99_F,GBR,United Kingdom of Great Britain and Northern Ireland,2009,31.335340000000002
1209,EA_5T8_AG25T99_F,GBR,United Kingdom of Great Britain and Northern Ireland,2010,33.88406
1210,EA_5T8_AG25T99_F,GBR,United Kingdom of Great Britain and Northern Ireland,2011,31.8825
1211,EA_5T8_AG25T99_F,GBR,United Kingdom of Great Britain and Northern Ireland,2012,37.2988
1212,EA_5T8_AG25T99_F,GBR,United Kingdom of Great Britain and Northern Ireland,2013,38.54037
1213,EA_5T8_AG25T99_M,CHN,China,2010,10.00033
1214,EA_3T8_AG25T99_F,KOR,Republic of Korea,2005,61.96139
1215,EA_3T8_AG25T99_F,KOR,Republic of Korea,2009,58.70471
1216,EA_3T8_AG25T99_F,KOR,Republic of Korea,2010,66.22445
1219,EA_4T8_AG25T99,ROU,Romania,2007,14.67351
1220,EA_4T8_AG25T99,ROU,Romania,2008,15.264520000000001
1221,EA_4T8_AG25T99,ROU,Romania,2009,15.54006
1222,EA_4T8_AG25T99,ROU,Romania,2010,15.90557
1223,EA_4T8_AG25T99,ROU,Romania,2011,16.68376
1224,EA_4T8_AG25T99,ROU,Romania,2012,17.09805
1225,EA_4T8_AG25T99,ROU,Romania,2013,17.37306
1226,EA_1T8_AG25T99,BIH,Bosnia and Herzegovina,2010,73.09963
1227,EA_1T8_AG25T99,BIH,Bosnia and Herzegovina,2011,74.34971999999999
1228,EA_6T8_AG25T99,KGZ,Kyrgyzstan,2009,16.20259
1229,EA_2T8_AG25T99,USA,United States of America,2004,93.71424
1230,EA_2T8_AG25T99,USA,United States of America,2005,93.69588
1231,EA_2T8_AG25T99,USA,United States of America,2006,94.18916
1232,EA_2T8_AG25T99,USA,United States of America,2008,94.48555
1233,EA_2T8_AG25T99,USA,United States of America,2009,94.53522
1234,EA_2T8_AG25T99,USA,United States of America,2010,94.7695
1235,EA_2T8_AG25T99,USA,United States of America,2011,94.90273
1236,EA_2T8_AG25T99,USA,United States of America,2012,94.98449000000001
1237,EA_2T8_AG25T99,USA,United States of America,2013,95.20453
1238,EA_7T8_AG25T99,KWT,Kuwait,2013,0.3924
1248,EA_5T8_AG25T99_GPI,URY,Uruguay,2003,1.54108
1249,EA_5T8_AG25T99_GPI,URY,Uruguay,2006,1.49556
1250,EA_5T8_AG25T99_GPI,URY,Uruguay,2008,1.51876
1251,EA_5T8_AG25T99_GPI,URY,Uruguay,2009,1.55274
1252,EA_5T8_AG25T99_GPI,URY,Uruguay,2010,1.50536
1253,EA_5T8_AG25T99_GPI,URY,Uruguay,2011,1.50394
1254,EA_5T8_AG25T99_GPI,URY,Uruguay,2012,1.52446
1255,EA_5T8_AG25T99_GPI,URY,Uruguay,2013,1.49406
1256,EA_5T8_AG25T99_F,GEO,Georgia,2012,29.848509999999997
1257,EA_5T8_AG25T99_F,HRV,Croatia,2011,18.32559
1258,EA_5T8_AG25T99_M,IDN,Indonesia,2006,6.43275
1259,EA_5T8_AG25T99_M,IDN,Indonesia,2007,5.533440000000001
1260,EA_5T8_AG25T99_M,IDN,Indonesia,2008,5.10541
1261,EA_5T8_AG25T99_M,IDN,Indonesia,2009,8.14274
1262,EA_5T8_AG25T99_M,IDN,Indonesia,2011,8.23907
1263,EA_6T8_AG25T99_GPI,KOR,Republic of Korea,2010,0.6712899999999999
1264,EA_6T8_AG25T99,QAT,Qatar,2013,20.51388
1265,EA_8_AG25T99_F,LVA,Latvia,2013,0.54015
1266,EA_4T8_AG25T99_M,LCA,Saint Lucia,2013,13.582529999999998
1267,EA_2T8_AG25T99_GPI,HUN,Hungary,2005,0.93506
1268,EA_2T8_AG25T99_GPI,HUN,Hungary,2009,0.9864
1269,EA_2T8_AG25T99_GPI,HUN,Hungary,2010,0.9884299999999999
1270,EA_2T8_AG25T99_GPI,HUN,Hungary,2011,0.99111
1271,EA_2T8_AG25T99_GPI,HUN,Hungary,2012,0.9915799999999999
1272,EA_2T8_AG25T99_GPI,HUN,Hungary,2013,0.992
1273,EA_3T8_AG25T99_GPI,EST,Estonia,2007,1.0135100000000001
1274,EA_3T8_AG25T99_GPI,EST,Estonia,2008,1.02528
1275,EA_3T8_AG25T99_GPI,EST,Estonia,2009,1.03911
1276,EA_3T8_AG25T99_GPI,EST,Estonia,2010,1.05101
1277,EA_3T8_AG25T99_GPI,EST,Estonia,2011,1.05055
1278,EA_3T8_AG25T99_GPI,EST,Estonia,2012,1.04157
1279,EA_3T8_AG25T99_GPI,EST,Estonia,2013,1.0514700000000001
1280,EA_3T8_AG25T99,BTN,Bhutan,2012,5.50574
1281,EA_3T8_AG25T99_GPI,BRA,Brazil,2004,1.0861100000000001
1282,EA_3T8_AG25T99_GPI,BRA,Brazil,2006,1.08871
1283,EA_3T8_AG25T99_GPI,BRA,Brazil,2007,1.0849
1284,EA_3T8_AG25T99_GPI,BRA,Brazil,2008,1.07797
1285,EA_3T8_AG25T99_GPI,BRA,Brazil,2009,1.07524
1286,EA_3T8_AG25T99_GPI,BRA,Brazil,2010,1.10245
1287,EA_3T8_AG25T99_GPI,BRA,Brazil,2011,1.08941
1288,EA_3T8_AG25T99_GPI,BRA,Brazil,2012,1.08924
1289,EA_3T8_AG25T99_GPI,BRA,Brazil,2013,1.10415
1290,EA_4T8_AG25T99_F,AUS,Australia,2004,35.69093
1291,EA_4T8_AG25T99_F,AUS,Australia,2005,36.07575
1292,EA_4T8_AG25T99_F,AUS,Australia,2006,38.53622
1293,EA_4T8_AG25T99_F,AUS,Australia,2007,39.526959999999995
1294,EA_4T8_AG25T99_F,AUS,Australia,2008,42.82301
1295,EA_4T8_AG25T99_F,AUS,Australia,2009,43.83345
1296,EA_4T8_AG25T99_F,AUS,Australia,2010,45.13926
1297,EA_4T8_AG25T99_F,AUS,Australia,2011,46.570240000000005
1298,EA_4T8_AG25T99_F,AUS,Australia,2012,50.070190000000004
1299,EA_4T8_AG25T99_F,AUS,Australia,2013,45.756820000000005
1300,EA_4T8_AG25T99_M,AZE,Azerbaijan,2007,40.59536
1301,EA_4T8_AG25T99_M,AZE,Azerbaijan,2008,40.65967
1302,EA_4T8_AG25T99_M,AZE,Azerbaijan,2009,34.53246
1303,EA_4T8_AG25T99_M,AZE,Azerbaijan,2010,34.26445
